Vernier Format 2
Unknown50	16:47  Thursday, March 09, 2023
6.100000381	0.218750000
6.150000095	0.224999994
6.200000286	0.233750001
6.250000477	0.224999994
6.300000191	0.226249993
6.350000381	0.224999994
6.400000572	0.213749990
6.450000286	0.227499992
6.500000477	0.237499997
6.550000191	0.222499996
6.600000381	0.214999989
6.650000572	0.227499992
6.700000286	0.212499991
6.750000477	0.217500001
6.800000191	0.216250002
6.850000381	0.207499996
6.900000572	0.216250002
6.950000286	0.219999999
7.000000477	0.216250002
7.050000191	0.228749990
7.100000381	0.207499996
7.150000572	0.231249988
7.200000286	0.226249993
7.250000477	0.212499991
7.300000191	0.223749995
7.350000381	0.237499997
7.400000572	0.226249993
7.450000286	0.208749995
7.500000477	0.221249998
7.550000191	0.219999999
7.600000381	0.219999999
7.650000572	0.213749990
7.700000286	0.227499992
7.750000477	0.222499996
7.800000191	0.231249988
7.850000381	0.224999994
7.900000572	0.212499991
7.950000286	0.224999994
8.000000000	0.233750001
8.050000191	0.224999994
8.100000381	0.218750000
8.150000572	0.224999994
8.200000763	0.224999994
8.250000000	0.206249997
8.300000191	0.218750000
8.350000381	0.218750000
8.400000572	0.216250002
8.450000763	0.222499996
8.500000000	0.226249993
8.550000191	0.214999989
8.600000381	0.228749990
8.650000572	0.216250002
8.700000763	0.216250002
8.750000000	0.223749995
8.800000191	0.219999999
8.850000381	0.219999999
8.900000572	0.231249988
8.950000763	0.232500002
9.000000000	0.218750000
9.050000191	0.216250002
9.100000381	0.219999999
9.150000572	0.222499996
9.200000763	0.214999989
9.250000954	0.218750000
9.300000191	0.223749995
9.350000381	0.216250002
9.400000572	0.212499991
9.450000763	0.219999999
9.500000954	0.227499992
9.550000191	0.226249993
9.600000381	0.237499997
9.650000572	0.241249993
9.700000763	0.233750001
9.750000954	0.217500001
9.800000191	0.222499996
9.850000381	0.234999999
9.900000572	0.224999994
9.950000763	0.221249998
10.000000954	0.207499996
10.050000191	0.209999993
10.100000381	0.219999999
10.150000572	0.217500001
10.200000763	0.209999993
10.250000954	0.224999994
10.300000191	0.214999989
10.350000381	0.216250002
10.400000572	0.223749995
10.450000763	0.223749995
10.500000954	0.213749990
10.550000191	0.209999993
10.600000381	0.224999994
10.650000572	0.216250002
10.700000763	0.227499992
10.750000954	0.234999999
10.800000191	0.226249993
10.850000381	0.219999999
10.900000572	0.221249998
10.950000763	0.221249998
11.000000954	0.227499992
11.050000191	0.224999994
11.100000381	0.231249988
11.150000572	0.219999999
11.200000763	0.208749995
11.250000954	0.227499992
11.300000191	0.226249993
11.350000381	0.216250002
11.400000572	0.222499996
11.450000763	0.223749995
11.500000954	0.233750001
11.550000191	0.227499992
11.600000381	0.218750000
11.650000572	0.217500001
11.700000763	0.222499996
11.750000954	0.223749995
11.800000191	0.223749995
11.850000381	0.229999989
11.900000572	0.246249989
11.950000763	0.264999986
12.000000954	0.247499987
12.050000191	0.237499997
12.100000381	0.244999990
12.150000572	0.242499992
12.200000763	0.251249999
12.250000954	0.247499987
12.300000191	0.256249994
12.350000381	0.252499998
12.400000572	0.264999986
12.450000763	0.278750002
12.500000954	0.284999996
12.550000191	0.317499995
12.600000381	0.384999990
12.650000572	0.465000004
12.700000763	0.574999988
12.750000954	0.721249998
12.800001144	0.842499971
12.850000381	0.904999971
12.900000572	0.887499988
12.950000763	0.928749979
13.000000954	0.984999955
13.050001144	1.141250014
13.100000381	1.319999933
13.150000572	1.418749928
13.200000763	1.391250014
13.250000954	1.171249986
13.300001144	0.959999979
13.350000381	0.769999981
13.400000572	0.622500002
13.450000763	0.504999995
13.500000954	0.437500000
13.550001144	0.370000005
13.600000381	0.346249998
13.650000572	0.307500005
13.700000763	0.294999987
13.750000954	0.298749983
13.800001144	0.273750007
13.850000381	0.272500008
13.900000572	0.254999995
13.950000763	0.263749987
14.000000954	0.253749996
14.050001144	0.252499998
14.100000381	0.246249989
14.150000572	0.244999990
14.200000763	0.241249993
14.250000954	0.236249998
14.300001144	0.238749996
14.350000381	0.236249998
14.400000572	0.234999999
14.450000763	0.241249993
14.500000954	0.239999995
14.550001144	0.232500002
14.600000381	0.217500001
14.650000572	0.229999989
14.700000763	0.228749990
14.750000954	0.222499996
14.800001144	0.232500002
14.850000381	0.229999989
14.900000572	0.226249993
14.950000763	0.234999999
15.000000954	0.233750001
15.050001144	0.218750000
15.100000381	0.207499996
15.150000572	0.224999994
15.200000763	0.226249993
15.250000954	0.231249988
15.300001144	0.226249993
15.350000381	0.234999999
15.400000572	0.222499996
15.450000763	0.219999999
15.500000954	0.229999989
15.550001144	0.226249993
15.600000381	0.226249993
15.650000572	0.218750000
15.700000763	0.219999999
15.750000954	0.229999989
15.800001144	0.223749995
15.850000381	0.223749995
15.900000572	0.231249988
15.950000763	0.231249988
16.000000000	0.227499992
16.050001144	0.224999994
16.100000381	0.229999989
16.150001526	0.221249998
16.200000763	0.216250002
16.250000000	0.217500001
16.300001144	0.227499992
16.350000381	0.216250002
16.400001526	0.229999989
16.450000763	0.227499992
16.500000000	0.199999988
16.550001144	0.216250002
16.600000381	0.208749995
16.650001526	0.219999999
16.700000763	0.218750000
16.750000000	0.221249998
16.800001144	0.216250002
16.850000381	0.221249998
16.900001526	0.221249998
16.950000763	0.218750000
17.000000000	0.218750000
17.050001144	0.216250002
17.100000381	0.218750000
17.150001526	0.212499991
17.200000763	0.209999993
17.250000000	0.209999993
17.300001144	0.216250002
17.350000381	0.214999989
17.400001526	0.216250002
17.450000763	0.213749990
17.500000000	0.221249998
17.550001144	0.213749990
17.600000381	0.211249992
17.650001526	0.224999994
17.700000763	0.216250002
17.750000000	0.211249992
17.800001144	0.208749995
17.850000381	0.222499996
17.900001526	0.211249992
17.950000763	0.222499996
18.000000000	0.209999993
18.050001144	0.221249998
18.100000381	0.221249998
18.150001526	0.222499996
18.200000763	0.223749995
18.250000000	0.219999999
18.300001144	0.212499991
18.350000381	0.222499996
18.400001526	0.222499996
18.450000763	0.199999988
18.500001907	0.229999989
18.550001144	0.209999993
18.600000381	0.202500001
18.650001526	0.206249997
18.700000763	0.198749989
18.750001907	0.209999993
18.800001144	0.211249992
18.850000381	0.204999998
18.900001526	0.211249992
18.950000763	0.199999988
19.000001907	0.208749995
19.050001144	0.201250002
19.100000381	0.203749999
19.150001526	0.212499991
19.200000763	0.213749990
19.250001907	0.207499996
19.300001144	0.211249992
19.350000381	0.207499996
19.400001526	0.206249997
19.450000763	0.214999989
19.500001907	0.203749999
19.550001144	0.198749989
19.600000381	0.212499991
19.650001526	0.212499991
19.700000763	0.211249992
19.750001907	0.216250002
19.800001144	0.221249998
19.850000381	0.199999988
19.900001526	0.209999993
19.950000763	0.211249992
20.000001907	0.211249992
20.050001144	0.212499991
20.100000381	0.211249992
20.150001526	0.207499996
20.200000763	0.209999993
20.250001907	0.206249997
20.300001144	0.221249998
20.350000381	0.217500001
20.400001526	0.216250002
20.450000763	0.213749990
20.500001907	0.222499996
20.550001144	0.223749995
20.600000381	0.207499996
20.650001526	0.204999998
20.700000763	0.211249992
20.750001907	0.213749990
20.800001144	0.218750000
20.850000381	0.209999993
20.900001526	0.224999994
20.950000763	0.223749995
21.000001907	0.221249998
21.050001144	0.226249993
21.100000381	0.216250002
21.150001526	0.214999989
21.200000763	0.219999999
21.250001907	0.217500001
21.300001144	0.236249998
21.350000381	0.229999989
21.400001526	0.229999989
21.450000763	0.241249993
21.500001907	0.237499997
21.550001144	0.228749990
21.600000381	0.238749996
21.650001526	0.239999995
21.700000763	0.219999999
21.750001907	0.214999989
21.800001144	0.209999993
21.850000381	0.217500001
21.900001526	0.218750000
21.950000763	0.206249997
22.000001907	0.206249997
22.050001144	0.209999993
22.100000381	0.201250002
22.150001526	0.213749990
22.200000763	0.209999993
22.250001907	0.213749990
22.300001144	0.217500001
22.350000381	0.212499991
22.400001526	0.226249993
22.450000763	0.219999999
22.500001907	0.221249998
22.550001144	0.222499996
22.600000381	0.223749995
22.650001526	0.203749999
22.700000763	0.204999998
22.750001907	0.204999998
22.800001144	0.218750000
22.850000381	0.213749990
22.900001526	0.218750000
22.950000763	0.226249993
23.000001907	0.222499996
23.050001144	0.226249993
23.100000381	0.228749990
23.150001526	0.221249998
23.200000763	0.219999999
23.250001907	0.211249992
23.300001144	0.204999998
23.350000381	0.214999989
23.400001526	0.221249998
23.450000763	0.222499996
23.500001907	0.209999993
23.550001144	0.222499996
23.600000381	0.218750000
23.650001526	0.224999994
23.700000763	0.217500001
23.750001907	0.208749995
23.800001144	0.206249997
23.850000381	0.223749995
23.900001526	0.217500001
23.950000763	0.233750001
24.000001907	0.227499992
24.050001144	0.223749995
24.100000381	0.221249998
24.150001526	0.216250002
24.200000763	0.211249992
24.250001907	0.204999998
24.300001144	0.196249992
24.350000381	0.212499991
24.400001526	0.208749995
24.450000763	0.224999994
24.500001907	0.214999989
24.550001144	0.221249998
24.600000381	0.223749995
24.650001526	0.217500001
24.700000763	0.227499992
24.750001907	0.214999989
24.800001144	0.214999989
24.850000381	0.217500001
24.900001526	0.206249997
24.950000763	0.217500001
25.000001907	0.208749995
25.050001144	0.207499996
25.100000381	0.214999989
25.150001526	0.218750000
25.200000763	0.208749995
25.250001907	0.219999999
25.300001144	0.203749999
25.350000381	0.208749995
25.400001526	0.213749990
25.450000763	0.223749995
25.500001907	0.216250002
25.550001144	0.217500001
25.600002289	0.217500001
25.650001526	0.228749990
25.700000763	0.226249993
25.750001907	0.224999994
25.800001144	0.226249993
25.850002289	0.224999994
25.900001526	0.219999999
25.950000763	0.214999989
26.000001907	0.221249998
26.050001144	0.218750000
26.100002289	0.203749999
26.150001526	0.214999989
26.200000763	0.214999989
26.250001907	0.216250002
26.300001144	0.213749990
26.350002289	0.236249998
26.400001526	0.227499992
26.450000763	0.227499992
26.500001907	0.224999994
26.550001144	0.216250002
26.600002289	0.212499991
26.650001526	0.226249993
26.700000763	0.229999989
26.750001907	0.219999999
26.800001144	0.209999993
26.850002289	0.218750000
26.900001526	0.214999989
26.950000763	0.209999993
27.000001907	0.217500001
27.050001144	0.214999989
27.100002289	0.213749990
27.150001526	0.214999989
27.200000763	0.211249992
27.250001907	0.213749990
27.300001144	0.213749990
27.350002289	0.222499996
27.400001526	0.212499991
27.450000763	0.206249997
27.500001907	0.219999999
27.550001144	0.224999994
27.600002289	0.212499991
27.650001526	0.224999994
27.700000763	0.223749995
27.750001907	0.231249988
27.800001144	0.232500002
27.850002289	0.227499992
27.900001526	0.234999999
27.950000763	0.231249988
28.000001907	0.231249988
28.050001144	0.237499997
28.100002289	0.227499992
28.150001526	0.231249988
28.200000763	0.233750001
28.250001907	0.241249993
28.300001144	0.254999995
28.350002289	0.277500004
28.400001526	0.306250006
28.450000763	0.366249979
28.500001907	0.518750012
28.550001144	0.689999998
28.600002289	0.786249995
28.650001526	0.886249959
28.700000763	1.057500005
28.750001907	1.146250010
28.800001144	1.086249948
28.850002289	0.899999976
28.900001526	0.633749962
28.950000763	0.451249987
29.000001907	0.375000000
29.050001144	0.323749989
29.100002289	0.289999992
29.150001526	0.277500004
29.200000763	0.262499988
29.250001907	0.253749996
29.300001144	0.239999995
29.350002289	0.233750001
29.400001526	0.228749990
29.450000763	0.214999989
29.500001907	0.232500002
29.550001144	0.228749990
29.600002289	0.222499996
29.650001526	0.221249998
29.700000763	0.226249993
29.750001907	0.214999989
29.800001144	0.221249998
29.850002289	0.217500001
29.900001526	0.221249998
29.950000763	0.217500001
30.000001907	0.213749990
30.050001144	0.213749990
30.100002289	0.229999989
30.150001526	0.223749995
30.200000763	0.222499996
30.250001907	0.209999993
30.300001144	0.214999989
30.350002289	0.209999993
30.400001526	0.203749999
30.450000763	0.216250002
30.500001907	0.216250002
30.550001144	0.206249997
30.600002289	0.219999999
30.650001526	0.213749990
30.700000763	0.223749995
30.750001907	0.216250002
30.800001144	0.213749990
30.850002289	0.207499996
30.900001526	0.203749999
30.950000763	0.212499991
31.000001907	0.228749990
31.050001144	0.234999999
31.100002289	0.218750000
31.150001526	0.216250002
31.200000763	0.223749995
31.250001907	0.207499996
31.300001144	0.216250002
31.350002289	0.211249992
31.400001526	0.227499992
31.450000763	0.221249998
31.500001907	0.216250002
31.550001144	0.213749990
31.600002289	0.202500001
31.650001526	0.209999993
31.700000763	0.209999993
31.750001907	0.221249998
31.800001144	0.199999988
31.850002289	0.217500001
31.900001526	0.203749999
31.950000763	0.218750000
32.000000000	0.211249992
32.050003052	0.218750000
32.100002289	0.213749990
32.150001526	0.217500001
32.200000763	0.212499991
32.250000000	0.216250002
32.300003052	0.212499991
32.350002289	0.213749990
32.400001526	0.204999998
32.450000763	0.206249997
32.500000000	0.191249996
32.550003052	0.211249992
32.600002289	0.213749990
32.650001526	0.208749995
32.700000763	0.213749990
32.750000000	0.223749995
32.800003052	0.216250002
32.850002289	0.218750000
32.900001526	0.208749995
32.950000763	0.204999998
33.000000000	0.206249997
33.050003052	0.212499991
33.100002289	0.208749995
33.150001526	0.207499996
33.200000763	0.209999993
33.250000000	0.211249992
33.300003052	0.216250002
33.350002289	0.226249993
33.400001526	0.214999989
33.450000763	0.218750000
33.500000000	0.218750000
33.550003052	0.209999993
33.600002289	0.223749995
33.650001526	0.216250002
33.700000763	0.201250002
33.750000000	0.212499991
33.800003052	0.219999999
33.850002289	0.203749999
33.900001526	0.214999989
33.950000763	0.223749995
34.000000000	0.206249997
34.050003052	0.214999989
34.100002289	0.216250002
34.150001526	0.213749990
34.200000763	0.217500001
34.250000000	0.209999993
34.300003052	0.204999998
34.350002289	0.212499991
34.400001526	0.212499991
34.450000763	0.216250002
34.500000000	0.223749995
34.550003052	0.217500001
34.600002289	0.221249998
34.650001526	0.229999989
34.700000763	0.224999994
34.750000000	0.221249998
34.800003052	0.219999999
34.850002289	0.234999999
34.900001526	0.227499992
34.950000763	0.234999999
35.000000000	0.232500002
35.050003052	0.227499992
35.100002289	0.224999994
35.150001526	0.234999999
35.200000763	0.232500002
35.250000000	0.250000000
35.300003052	0.264999986
35.350002289	0.313749999
35.400001526	0.418749988
35.450000763	0.604999959
35.500000000	0.796249986
35.550003052	1.044999957
35.600002289	1.226249933
35.650001526	1.259999990
35.700000763	1.076249957
35.750000000	0.812500000
35.800003052	0.541249990
35.850002289	0.406250000
35.900001526	0.322499990
35.950000763	0.280000001
36.000000000	0.256249994
36.050003052	0.242499992
36.100002289	0.243749991
36.150001526	0.236249998
36.200000763	0.229999989
36.250000000	0.231249988
36.300003052	0.236249998
36.350002289	0.216250002
36.400001526	0.214999989
36.450000763	0.218750000
36.500000000	0.217500001
36.550003052	0.219999999
36.600002289	0.206249997
36.650001526	0.204999998
36.700000763	0.223749995
36.750003815	0.216250002
36.800003052	0.227499992
36.850002289	0.213749990
36.900001526	0.213749990
36.950000763	0.221249998
37.000003815	0.238749996
37.050003052	0.228749990
37.100002289	0.222499996
37.150001526	0.217500001
37.200000763	0.217500001
37.250003815	0.207499996
37.300003052	0.213749990
37.350002289	0.216250002
37.400001526	0.207499996
37.450000763	0.217500001
37.500003815	0.218750000
37.550003052	0.224999994
37.600002289	0.214999989
37.650001526	0.217500001
37.700000763	0.212499991
37.750003815	0.207499996
37.800003052	0.211249992
37.850002289	0.207499996
37.900001526	0.224999994
37.950000763	0.219999999
38.000003815	0.218750000
38.050003052	0.209999993
38.100002289	0.197499990
38.150001526	0.206249997
38.200000763	0.211249992
38.250003815	0.206249997
38.300003052	0.211249992
38.350002289	0.206249997
38.400001526	0.216250002
38.450000763	0.213749990
38.500003815	0.208749995
38.550003052	0.227499992
38.600002289	0.213749990
38.650001526	0.214999989
38.700000763	0.214999989
38.750003815	0.216250002
38.800003052	0.214999989
38.850002289	0.231249988
38.900001526	0.212499991
38.950000763	0.211249992
39.000003815	0.219999999
39.050003052	0.212499991
39.100002289	0.222499996
39.150001526	0.217500001
39.200000763	0.229999989
39.250003815	0.222499996
39.300003052	0.224999994
39.350002289	0.217500001
39.400001526	0.222499996
39.450000763	0.223749995
39.500003815	0.227499992
39.550003052	0.227499992
39.600002289	0.223749995
39.650001526	0.226249993
39.700000763	0.221249998
39.750003815	0.218750000
39.800003052	0.221249998
39.850002289	0.208749995
39.900001526	0.217500001
39.950000763	0.223749995
40.000003815	0.216250002
40.050003052	0.229999989
40.100002289	0.227499992
40.150001526	0.207499996
40.200000763	0.208749995
40.250003815	0.223749995
40.300003052	0.216250002
40.350002289	0.211249992
40.400001526	0.211249992
40.450000763	0.212499991
40.500003815	0.216250002
40.550003052	0.226249993
40.600002289	0.213749990
40.650001526	0.229999989
40.700000763	0.237499997
40.750003815	0.233750001
40.800003052	0.232500002
40.850002289	0.228749990
40.900001526	0.224999994
40.950000763	0.218750000
41.000003815	0.229999989
41.050003052	0.223749995
41.100002289	0.224999994
41.150001526	0.229999989
41.200000763	0.211249992
41.250003815	0.216250002
41.300003052	0.229999989
41.350002289	0.232500002
41.400001526	0.224999994
41.450000763	0.211249992
41.500003815	0.217500001
41.550003052	0.227499992
41.600002289	0.217500001
41.650001526	0.219999999
41.700000763	0.208749995
41.750003815	0.206249997
41.800003052	0.214999989
41.850002289	0.223749995
41.900001526	0.222499996
41.950000763	0.221249998
42.000003815	0.224999994
42.050003052	0.233750001
42.100002289	0.239999995
42.150001526	0.244999990
42.200000763	0.258749992
42.250003815	0.246249989
42.300003052	0.289999992
42.350002289	0.314999998
42.400001526	0.368750006
42.450000763	0.574999988
42.500003815	0.791249990
42.550003052	1.112499952
42.600002289	1.387499928
42.650001526	1.449999928
42.700000763	1.294999957
42.750003815	0.943749964
42.800003052	0.621249974
42.850002289	0.456249982
42.900001526	0.347499996
42.950000763	0.305000007
43.000003815	0.268749982
43.050003052	0.247499987
43.100002289	0.254999995
43.150001526	0.239999995
43.200000763	0.242499992
43.250003815	0.227499992
43.300003052	0.224999994
43.350002289	0.232500002
43.400001526	0.228749990
43.450000763	0.232500002
43.500003815	0.224999994
43.550003052	0.217500001
43.600002289	0.229999989
43.650001526	0.239999995
43.700000763	0.236249998
43.750003815	0.209999993
43.800003052	0.218750000
43.850002289	0.221249998
43.900001526	0.214999989
43.950000763	0.224999994
44.000003815	0.236249998
44.050003052	0.223749995
44.100002289	0.216250002
44.150001526	0.224999994
44.200000763	0.213749990
44.250003815	0.208749995
44.300003052	0.211249992
44.350002289	0.211249992
44.400001526	0.214999989
44.450000763	0.209999993
44.500003815	0.206249997
44.550003052	0.212499991
44.600002289	0.216250002
44.650001526	0.218750000
44.700000763	0.211249992
44.750003815	0.212499991
44.800003052	0.221249998
44.850002289	0.216250002
44.900001526	0.217500001
44.950000763	0.216250002
45.000003815	0.214999989
45.050003052	0.221249998
45.100002289	0.211249992
45.150001526	0.221249998
45.200000763	0.216250002
45.250003815	0.214999989
45.300003052	0.209999993
45.350002289	0.212499991
45.400001526	0.228749990
45.450000763	0.218750000
45.500003815	0.211249992
45.550003052	0.214999989
45.600002289	0.213749990
45.650001526	0.216250002
45.700000763	0.222499996
45.750003815	0.212499991
45.800003052	0.206249997
45.850002289	0.213749990
45.900001526	0.213749990
45.950000763	0.211249992
46.000003815	0.226249993
46.050003052	0.213749990
46.100002289	0.223749995
46.150001526	0.214999989
46.200000763	0.218750000
46.250003815	0.224999994
46.300003052	0.221249998
46.350002289	0.213749990
46.400001526	0.217500001
46.450000763	0.217500001
46.500003815	0.214999989
46.550003052	0.221249998
46.600002289	0.229999989
46.650001526	0.232500002
46.700000763	0.218750000
46.750003815	0.208749995
46.800003052	0.216250002
46.850002289	0.214999989
46.900001526	0.212499991
46.950000763	0.221249998
47.000003815	0.234999999
47.050003052	0.227499992
47.100002289	0.208749995
47.150001526	0.201250002
47.200000763	0.204999998
47.250003815	0.209999993
47.300003052	0.201250002
47.350002289	0.213749990
47.400001526	0.211249992
47.450000763	0.214999989
47.500003815	0.206249997
47.550003052	0.223749995
47.600002289	0.218750000
47.650001526	0.219999999
47.700000763	0.221249998
47.750003815	0.218750000
47.800003052	0.232500002
47.850002289	0.218750000
47.900001526	0.227499992
47.950000763	0.229999989
48.000003815	0.226249993
48.050003052	0.232500002
48.100002289	0.226249993
48.150001526	0.222499996
48.200000763	0.214999989
48.250003815	0.214999989
48.300003052	0.217500001
48.350002289	0.226249993
48.400001526	0.229999989
48.450000763	0.214999989
48.500003815	0.214999989
48.550003052	0.229999989
48.600002289	0.227499992
48.650001526	0.223749995
48.700000763	0.231249988
48.750003815	0.226249993
48.800003052	0.224999994
48.850002289	0.221249998
48.900001526	0.224999994
48.950000763	0.231249988
49.000003815	0.224999994
49.050003052	0.231249988
49.100002289	0.229999989
49.150001526	0.224999994
49.200000763	0.218750000
49.250003815	0.232500002
49.300003052	0.221249998
49.350002289	0.219999999
49.400001526	0.226249993
49.450000763	0.223749995
49.500003815	0.213749990
49.550003052	0.223749995
49.600002289	0.217500001
49.650001526	0.231249988
49.700000763	0.231249988
49.750003815	0.242499992
49.800003052	0.000000000
49.850002289	0.000000000
49.900001526	0.000000000
49.950000763	0.000000000
50.000003815	0.000000000
50.050003052	0.000000000
50.100002289	0.000000000
50.150001526	0.000000000
50.200000763	0.000000000
50.250003815	0.000000000
50.300003052	0.000000000
50.350002289	0.000000000
50.400001526	0.000000000
50.450000763	0.000000000
50.500003815	0.000000000
50.550003052	0.000000000
50.600002289	0.000000000
50.650001526	0.000000000
50.700000763	0.000000000
50.750003815	0.000000000
50.800003052	0.000000000
50.850002289	0.000000000
50.900001526	0.000000000
50.950000763	0.000000000
51.000003815	0.000000000
51.050003052	0.000000000
51.100002289	0.000000000
51.150001526	0.000000000
51.200004578	0.000000000
51.250003815	0.000000000
51.300003052	0.000000000
51.350002289	0.000000000
51.400001526	0.000000000
51.450004578	0.000000000
51.500003815	0.000000000
51.550003052	0.000000000
51.600002289	0.000000000
51.650001526	0.000000000
51.700004578	0.000000000
51.750003815	0.000000000
51.800003052	0.000000000
51.850002289	0.000000000
51.900001526	0.000000000
51.950004578	0.000000000
52.000003815	0.000000000
52.050003052	0.000000000
52.100002289	0.000000000
52.150001526	0.000000000
52.200004578	0.000000000
52.250003815	0.000000000
52.300003052	0.000000000
52.350002289	0.000000000
52.400001526	0.000000000
52.450004578	0.000000000
52.500003815	0.000000000
52.550003052	0.000000000
52.600002289	0.000000000
52.650001526	0.000000000
52.700004578	0.000000000
52.750003815	0.000000000
52.800003052	0.000000000
52.850002289	0.000000000
52.900001526	0.000000000
52.950004578	0.000000000
53.000003815	0.000000000
53.050003052	0.000000000
53.100002289	0.000000000
53.150001526	0.000000000
53.200004578	0.000000000
53.250003815	0.000000000
53.300003052	0.000000000
53.350002289	0.000000000
53.400001526	0.000000000
53.450004578	0.000000000
53.500003815	0.000000000
53.550003052	0.000000000
53.600002289	0.000000000
53.650001526	0.000000000
53.700004578	0.000000000
53.750003815	0.000000000
53.800003052	0.000000000
53.850002289	0.000000000
53.900001526	0.000000000
53.950004578	0.000000000
54.000003815	0.000000000
54.050003052	0.000000000
54.100002289	0.000000000
54.150001526	0.000000000
54.200004578	0.000000000
54.250003815	0.000000000
54.300003052	0.000000000
54.350002289	0.000000000
54.400001526	0.000000000
54.450004578	0.000000000
54.500003815	0.000000000
54.550003052	0.000000000
54.600002289	0.000000000
54.650001526	0.000000000
54.700004578	0.000000000
54.750003815	0.000000000
54.800003052	0.000000000
54.850002289	0.000000000
54.900001526	0.000000000
54.950004578	0.000000000
55.000003815	0.000000000
55.050003052	0.000000000
55.100002289	0.000000000
55.150001526	0.000000000
55.200004578	0.000000000
55.250003815	0.000000000
55.300003052	0.000000000
55.350002289	0.000000000
55.400001526	0.000000000
55.450004578	0.000000000
55.500003815	0.000000000
55.550003052	0.000000000
55.600002289	0.000000000
55.650001526	0.000000000
55.700004578	0.000000000
55.750003815	0.000000000
55.800003052	0.000000000
55.850002289	0.000000000
55.900001526	0.000000000
55.950004578	0.000000000
56.000003815	0.000000000
56.050003052	0.000000000
56.100002289	0.000000000
56.150001526	0.000000000
56.200004578	0.000000000
56.250003815	0.000000000
56.300003052	0.000000000
56.350002289	0.000000000
56.400001526	0.000000000
56.450004578	0.000000000
56.500003815	0.000000000
56.550003052	0.000000000
56.600002289	0.000000000
56.650001526	0.000000000
56.700004578	0.000000000
56.750003815	0.000000000
56.800003052	0.000000000
56.850002289	0.000000000
56.900001526	0.000000000
56.950004578	0.000000000
57.000003815	0.000000000
57.050003052	0.000000000
57.100002289	0.000000000
57.150001526	0.000000000
57.200004578	0.000000000
57.250003815	0.000000000
57.300003052	0.000000000
57.350002289	0.000000000
57.400001526	0.000000000
57.450004578	0.000000000
57.500003815	0.000000000
57.550003052	0.000000000
57.600002289	0.000000000
57.650001526	0.000000000
57.700004578	0.000000000
57.750003815	0.000000000
57.800003052	0.000000000
57.850002289	0.000000000
57.900001526	0.000000000
