Vernier Format 2
Untitled	17:22  Thursday, March 09, 2023
6.100000381	0.272500008
6.150000095	0.272500008
6.200000286	0.264999986
6.250000477	0.267499983
6.300000191	0.264999986
6.350000381	0.263749987
6.400000572	0.276250005
6.450000286	0.268749982
6.500000477	0.269999981
6.550000191	0.267499983
6.600000381	0.259999990
6.650000572	0.252499998
6.700000286	0.256249994
6.750000477	0.252499998
6.800000191	0.263749987
6.850000381	0.276250005
6.900000572	0.269999981
6.950000286	0.269999981
7.000000477	0.284999996
7.050000191	0.269999981
7.100000381	0.272500008
7.150000572	0.275000006
7.200000286	0.268749982
7.250000477	0.281250000
7.300000191	0.258749992
7.350000381	0.271249980
7.400000572	0.275000006
7.450000286	0.277500004
7.500000477	0.273750007
7.550000191	0.283749998
7.600000381	0.288749993
7.650000572	0.268749982
7.700000286	0.275000006
7.750000477	0.267499983
7.800000191	0.272500008
7.850000381	0.258749992
7.900000572	0.275000006
7.950000286	0.275000006
8.000000000	0.271249980
8.050000191	0.284999996
8.100000381	0.281250000
8.150000572	0.293749988
8.200000763	0.297499985
8.250000000	0.288749993
8.300000191	0.292499989
8.350000381	0.308750004
8.400000572	0.288749993
8.450000763	0.293749988
8.500000000	0.299999982
8.550000191	0.286249995
8.600000381	0.294999987
8.650000572	0.298749983
8.700000763	0.287499994
8.750000000	0.298749983
8.800000191	0.292499989
8.850000381	0.272500008
8.900000572	0.282499999
8.950000763	0.288749993
9.000000000	0.283749998
9.050000191	0.278750002
9.100000381	0.296249986
9.150000572	0.280000001
9.200000763	0.313749999
9.250000954	0.302499980
9.300000191	0.313749999
9.350000381	0.305000007
9.400000572	0.322499990
9.450000763	0.305000007
9.500000954	0.312500000
9.550000191	0.312500000
9.600000381	0.308750004
9.650000572	0.298749983
9.700000763	0.305000007
9.750000954	0.312500000
9.800000191	0.310000002
9.850000381	0.293749988
9.900000572	0.311250001
9.950000763	0.306250006
10.000000954	0.306250006
10.050000191	0.310000002
10.100000381	0.316249996
10.150000572	0.301249981
10.200000763	0.314999998
10.250000954	0.324999988
10.300000191	0.333749980
10.350000381	0.331249982
10.400000572	0.329999983
10.450000763	0.342500001
10.500000954	0.347499996
10.550000191	0.359999985
10.600000381	0.368750006
10.650000572	0.373750001
10.700000763	0.411249995
10.750000954	0.433750004
10.800000191	0.479999989
10.850000381	0.588750005
10.900000572	0.842499971
10.950000763	1.378749967
11.000000954	2.950000048
11.050000191	3.488749981
11.100000381	3.488749981
11.150000572	3.492499828
11.200000763	3.491250038
11.250000954	3.217499971
11.300000191	1.651250005
11.350000381	1.051249981
11.400000572	0.740000010
11.450000763	0.553749979
11.500000954	0.466250002
11.550000191	0.423749983
11.600000381	0.405000001
11.650000572	0.373750001
11.700000763	0.379999995
11.750000954	0.352499992
11.800000191	0.358749986
11.850000381	0.337500006
11.900000572	0.298749983
11.950000763	0.277500004
12.000000954	0.278750002
12.050000191	0.275000006
12.100000381	0.266249985
12.150000572	0.254999995
12.200000763	0.273750007
12.250000954	0.259999990
12.300000191	0.257499993
12.350000381	0.268749982
12.400000572	0.262499988
12.450000763	0.248750001
12.500000954	0.246249989
12.550000191	0.248750001
12.600000381	0.258749992
12.650000572	0.258749992
12.700000763	0.273750007
12.750000954	0.242499992
12.800001144	0.262499988
12.850000381	0.271249980
12.900000572	0.266249985
12.950000763	0.258749992
13.000000954	0.273750007
13.050001144	0.292499989
13.100000381	0.343750000
13.150000572	0.366249979
13.200000763	0.373750001
13.250000954	0.328749985
13.300001144	0.299999982
13.350000381	0.272500008
13.400000572	0.275000006
13.450000763	0.269999981
13.500000954	0.264999986
13.550001144	0.259999990
13.600000381	0.272500008
13.650000572	0.275000006
13.700000763	0.272500008
13.750000954	0.283749998
13.800001144	0.261249989
13.850000381	0.269999981
13.900000572	0.262499988
13.950000763	0.251249999
14.000000954	0.248750001
14.050001144	0.254999995
14.100000381	0.251249999
14.150000572	0.252499998
14.200000763	0.266249985
14.250000954	0.253749996
14.300001144	0.262499988
14.350000381	0.268749982
14.400000572	0.254999995
14.450000763	0.259999990
14.500000954	0.253749996
14.550001144	0.273750007
14.600000381	0.269999981
14.650000572	0.269999981
14.700000763	0.271249980
14.750000954	0.272500008
14.800001144	0.286249995
14.850000381	0.282499999
14.900000572	0.271249980
14.950000763	0.282499999
15.000000954	0.273750007
15.050001144	0.272500008
15.100000381	0.282499999
15.150000572	0.280000001
15.200000763	0.276250005
15.250000954	0.286249995
15.300001144	0.277500004
15.350000381	0.284999996
15.400000572	0.264999986
15.450000763	0.269999981
15.500000954	0.280000001
15.550001144	0.264999986
15.600000381	0.281250000
15.650000572	0.280000001
15.700000763	0.288749993
15.750000954	0.276250005
15.800001144	0.284999996
15.850000381	0.272500008
15.900000572	0.269999981
15.950000763	0.278750002
16.000000000	0.272500008
16.050001144	0.282499999
16.100000381	0.275000006
16.150001526	0.263749987
16.200000763	0.272500008
16.250000000	0.266249985
16.300001144	0.281250000
16.350000381	0.271249980
16.400001526	0.271249980
16.450000763	0.284999996
16.500000000	0.291249990
16.550001144	0.276250005
16.600000381	0.283749998
16.650001526	0.268749982
16.700000763	0.272500008
16.750000000	0.272500008
16.800001144	0.273750007
16.850000381	0.268749982
16.900001526	0.284999996
16.950000763	0.287499994
17.000000000	0.283749998
17.050001144	0.299999982
17.100000381	0.301249981
17.150001526	0.305000007
17.200000763	0.280000001
17.250000000	0.299999982
17.300001144	0.289999992
17.350000381	0.284999996
17.400001526	0.272500008
17.450000763	0.268749982
17.500000000	0.276250005
17.550001144	0.282499999
17.600000381	0.289999992
17.650001526	0.276250005
17.700000763	0.273750007
17.750000000	0.282499999
17.800001144	0.284999996
17.850000381	0.288749993
17.900001526	0.283749998
17.950000763	0.291249990
18.000000000	0.301249981
18.050001144	0.288749993
18.100000381	0.302499980
18.150001526	0.301249981
18.200000763	0.292499989
18.250000000	0.297499985
18.300001144	0.289999992
18.350000381	0.284999996
18.400001526	0.298749983
18.450000763	0.299999982
18.500001907	0.291249990
18.550001144	0.293749988
18.600000381	0.308750004
18.650001526	0.294999987
18.700000763	0.289999992
18.750001907	0.283749998
18.800001144	0.281250000
18.850000381	0.301249981
18.900001526	0.289999992
18.950000763	0.291249990
19.000001907	0.324999988
19.050001144	0.305000007
19.100000381	0.302499980
19.150001526	0.307500005
19.200000763	0.310000002
19.250001907	0.306250006
19.300001144	0.302499980
19.350000381	0.307500005
19.400001526	0.316249996
19.450000763	0.314999998
19.500001907	0.310000002
19.550001144	0.331249982
19.600000381	0.321249992
19.650001526	0.323749989
19.700000763	0.312500000
19.750001907	0.318749994
19.800001144	0.317499995
19.850000381	0.313749999
19.900001526	0.318749994
19.950000763	0.319999993
20.000001907	0.321249992
20.050001144	0.314999998
20.100000381	0.299999982
20.150001526	0.318749994
20.200000763	0.314999998
20.250001907	0.316249996
20.300001144	0.318749994
20.350000381	0.326249987
20.400001526	0.332499981
20.450000763	0.337500006
20.500001907	0.332499981
20.550001144	0.344999999
20.600000381	0.332499981
20.650001526	0.347499996
20.700000763	0.347499996
20.750001907	0.328749985
20.800001144	0.341250002
20.850000381	0.340000004
20.900001526	0.326249987
20.950000763	0.331249982
21.000001907	0.337500006
21.050001144	0.342500001
21.100000381	0.352499992
21.150001526	0.342500001
21.200000763	0.319999993
21.250001907	0.337500006
21.300001144	0.333749980
21.350000381	0.337500006
21.400001526	0.337500006
21.450000763	0.328749985
21.500001907	0.331249982
21.550001144	0.346249998
21.600000381	0.328749985
21.650001526	0.340000004
21.700000763	0.344999999
21.750001907	0.329999983
21.800001144	0.340000004
21.850000381	0.343750000
21.900001526	0.361249983
21.950000763	0.367499977
22.000001907	0.358749986
22.050001144	0.362499982
22.100000381	0.362499982
22.150001526	0.370000005
22.200000763	0.367499977
22.250001907	0.359999985
22.300001144	0.375000000
22.350000381	0.341250002
22.400001526	0.358749986
22.450000763	0.357499987
22.500001907	0.354999989
22.550001144	0.367499977
22.600000381	0.340000004
22.650001526	0.361249983
22.700000763	0.356249988
22.750001907	0.354999989
22.800001144	0.363749981
22.850000381	0.340000004
22.900001526	0.352499992
22.950000763	0.362499982
23.000001907	0.371250004
23.050001144	0.367499977
23.100000381	0.363749981
23.150001526	0.377499998
23.200000763	0.373750001
23.250001907	0.349999994
23.300001144	0.342500001
23.350000381	0.327499986
23.400001526	0.306250006
23.450000763	0.284999996
23.500001907	0.282499999
23.550001144	0.272500008
23.600000381	0.272500008
23.650001526	0.278750002
23.700000763	0.292499989
23.750001907	0.298749983
23.800001144	0.292499989
23.850000381	0.283749998
23.900001526	0.294999987
23.950000763	0.310000002
24.000001907	0.306250006
24.050001144	0.297499985
24.100000381	0.296249986
24.150001526	0.282499999
24.200000763	0.286249995
24.250001907	0.277500004
24.300001144	0.298749983
24.350000381	0.297499985
24.400001526	0.296249986
24.450000763	0.291249990
24.500001907	0.268749982
24.550001144	0.298749983
24.600000381	0.296249986
24.650001526	0.311250001
24.700000763	0.305000007
24.750001907	0.311250001
24.800001144	0.314999998
24.850000381	0.292499989
24.900001526	0.306250006
24.950000763	0.308750004
25.000001907	0.311250001
25.050001144	0.311250001
25.100000381	0.298749983
25.150001526	0.314999998
25.200000763	0.316249996
25.250001907	0.307500005
25.300001144	0.318749994
25.350000381	0.322499990
25.400001526	0.336250007
25.450000763	0.367499977
25.500001907	0.401250005
25.550001144	0.417499989
25.600002289	0.422499985
25.650001526	0.393749982
25.700000763	0.341250002
25.750001907	0.331249982
25.800001144	0.316249996
25.850002289	0.293749988
25.900001526	0.299999982
25.950000763	0.308750004
26.000001907	0.297499985
26.050001144	0.306250006
26.100002289	0.305000007
26.150001526	0.288749993
26.200000763	0.299999982
26.250001907	0.326249987
26.300001144	0.305000007
26.350002289	0.310000002
26.400001526	0.321249992
26.450000763	0.332499981
26.500001907	0.316249996
26.550001144	0.321249992
26.600002289	0.334999979
26.650001526	0.340000004
26.700000763	0.327499986
26.750001907	0.334999979
26.800001144	0.332499981
26.850002289	0.324999988
26.900001526	0.333749980
26.950000763	0.313749999
27.000001907	0.338750005
27.050001144	0.336250007
27.100002289	0.329999983
27.150001526	0.334999979
27.200000763	0.324999988
27.250001907	0.356249988
27.300001144	0.343750000
27.350002289	0.341250002
27.400001526	0.336250007
27.450000763	0.356249988
27.500001907	0.351249993
27.550001144	0.344999999
27.600002289	0.356249988
27.650001526	0.361249983
27.700000763	0.372500002
27.750001907	0.367499977
27.800001144	0.343750000
27.850002289	0.373750001
27.900001526	0.381249994
27.950000763	0.393749982
28.000001907	0.384999990
28.050001144	0.386249989
28.100002289	0.383749992
28.150001526	0.399999976
28.200000763	0.413749993
28.250001907	0.423749983
28.300001144	0.407499999
28.350002289	0.412499994
28.400001526	0.439999998
28.450000763	0.418749988
28.500001907	0.427499980
28.550001144	0.447499990
28.600002289	0.423749983
28.650001526	0.459999979
28.700000763	0.503749967
28.750001907	0.553749979
28.800001144	0.615000010
28.850002289	0.699999988
28.900001526	0.811249971
28.950000763	0.926249981
29.000001907	1.007499933
29.050001144	1.153749943
29.100002289	1.278749943
29.150001526	1.428749919
29.200000763	1.552500010
29.250001907	1.747499943
29.300001144	1.832499981
29.350002289	1.990000010
29.400001526	2.103749990
29.450000763	2.220000029
29.500001907	2.319999933
29.550001144	2.462499857
29.600002289	2.559999943
29.650001526	2.674999952
29.700000763	2.798749924
29.750001907	2.884999990
29.800001144	2.914999962
29.850002289	2.950000048
29.900001526	3.008749962
29.950000763	3.057499886
30.000001907	3.082499981
30.050001144	3.179999828
30.100002289	3.202499866
30.150001526	3.253749847
30.200000763	3.273749828
30.250001907	3.248749971
30.300001144	3.492499828
30.350002289	3.503749847
30.400001526	3.503749847
30.450000763	3.504999876
30.500001907	3.503749847
30.550001144	3.502499819
30.600002289	3.502499819
30.650001526	3.500000000
30.700000763	3.498749971
30.750001907	3.494999886
30.800001144	3.488749981
30.850002289	3.488749981
30.900001526	3.488749981
30.950000763	3.486249924
31.000001907	3.490000010
31.050001144	3.493749857
31.100002289	3.497499943
31.150001526	3.498749971
31.200000763	3.498749971
31.250001907	3.502499819
31.300001144	3.500000000
31.350002289	3.504999876
31.400001526	3.500000000
31.450000763	3.503749847
31.500001907	3.502499819
