Vernier Format 2
Untitled	15:56  Thursday, February 23, 2023
4.066668034	1.303749919
4.100001335	1.113749981
4.133334637	1.016250014
4.166667938	0.912499964
4.200001240	0.871249974
4.233334541	0.768750012
4.266667843	0.717499971
4.300001144	0.729999959
4.333334446	0.702499986
4.366667747	0.627499998
4.400001049	0.626249969
4.433334351	0.602499962
4.466668129	0.598749995
4.500001431	0.599999964
4.533334732	0.610000014
4.566668034	0.593750000
4.600001335	0.615000010
4.633334637	0.593750000
4.666667938	0.588750005
4.700001240	0.608749986
4.733334541	0.597499967
4.766667843	0.596249998
4.800001144	0.592499971
4.833334446	0.618749976
4.866667747	0.603749990
4.900001049	0.611249983
4.933334827	0.615000010
4.966668129	0.603749990
5.000001431	0.583750010
5.033334732	0.568749964
5.066668034	0.602499962
5.100001335	0.574999988
5.133334637	0.583750010
5.166667938	0.592499971
5.200001240	0.603749990
5.233334541	0.598749995
5.266667843	0.598749995
5.300001144	0.586250007
5.333334446	0.582499981
5.366668701	0.589999974
5.400002003	0.587499976
5.433335304	0.584999979
5.466668606	0.598749995
5.500001907	0.591250002
5.533335209	0.623749971
5.566668510	0.604999959
5.600001812	0.617500007
5.633335114	0.621249974
5.666668415	0.613749981
5.700001717	0.612500012
5.733335018	0.596249998
5.766668320	0.623749971
5.800001621	0.581250012
5.833335400	0.598749995
5.866668701	0.625000000
5.900002003	0.603749990
5.933335304	0.633749962
5.966668606	0.621249974
6.000001907	0.625000000
6.033335209	0.664999962
6.066668510	0.675000012
6.100001812	0.716250002
6.133335114	0.729999959
6.166668415	0.766249955
6.200001717	0.758749962
6.233335018	0.784999967
6.266668320	0.751249969
6.300001621	0.748749971
6.333335400	0.721249998
6.366668701	0.718750000
6.400002003	0.685000002
6.433335304	0.675000012
6.466668606	0.676249981
6.500001907	0.662499964
6.533335209	0.662499964
6.566668510	0.631249964
6.600001812	0.633749962
6.633335114	0.633749962
6.666668415	0.629999995
6.700001717	0.628749967
6.733335018	0.611249983
6.766668320	0.594999969
6.800002098	0.611249983
6.833335400	0.617500007
6.866668701	0.613749981
6.900002003	0.625000000
6.933335304	0.625000000
6.966668606	0.620000005
7.000001907	0.629999995
7.033335209	0.627499998
7.066668510	0.628749967
7.100001812	0.617500007
7.133335114	0.598749995
7.166668415	0.616249979
7.200001717	0.622500002
7.233335018	0.610000014
7.266668797	0.618749976
7.300002098	0.613749981
7.333335400	0.596249998
7.366668701	0.638749957
7.400002003	0.644999981
7.433335304	0.736249983
7.466669083	0.901250005
7.500002384	1.207499981
7.533335686	1.592499971
7.566668987	2.018749952
7.600002289	2.342499971
7.633335590	2.556249857
7.666668892	2.595000029
7.700002670	2.403749943
7.733335972	2.136250019
7.766669273	1.889999986
7.800002575	1.632499933
7.833335876	1.439999938
7.866669178	1.245000005
7.900002480	1.113749981
7.933335781	0.989999950
7.966669083	0.871249974
8.000002861	0.799999952
8.033335686	0.762499988
8.066669464	0.697499990
8.100002289	0.644999981
8.133336067	0.642499983
8.166668892	0.634999990
8.200002670	0.629999995
8.233335495	0.617500007
8.266669273	0.606249988
8.300002098	0.602499962
8.333335876	0.596249998
8.366668701	0.606249988
8.400002480	0.586250007
8.433336258	0.578750014
8.466669083	0.606249988
8.500002861	0.599999964
8.533335686	0.604999959
8.566669464	0.587499976
8.600002289	0.581250012
8.633336067	0.603749990
8.666668892	0.598749995
8.700002670	0.592499971
8.733335495	0.579999983
8.766669273	0.593750000
8.800002098	0.587499976
8.833335876	0.564999998
8.866668701	0.568749964
8.900002480	0.581250012
8.933336258	0.582499981
8.966669083	0.566249967
9.000002861	0.601249993
9.033335686	0.574999988
9.066669464	0.561249971
9.100002289	0.567499995
9.133336067	0.568749964
9.166668892	0.573749959
9.200002670	0.569999993
9.233335495	0.578750014
9.266669273	0.562500000
9.300002098	0.579999983
9.333335876	0.566249967
9.366669655	0.563749969
9.400002480	0.574999988
9.433336258	0.563749969
9.466669083	0.555000007
9.500002861	0.566249967
9.533335686	0.553749979
9.566669464	0.564999998
9.600002289	0.587499976
9.633336067	0.556249976
9.666668892	0.586250007
9.700002670	0.592499971
9.733335495	0.587499976
9.766669273	0.567499995
9.800002098	0.583750010
9.833335876	0.584999979
9.866669655	0.579999983
9.900002480	0.582499981
9.933336258	0.569999993
9.966669083	0.564999998
10.000002861	0.563749969
