Vernier Format 2
Untitled	17:37  Tuesday, February 28, 2023
6.100000381	0.378749996
6.150000095	0.371250004
6.200000286	0.376249999
6.250000477	0.370000005
6.300000191	0.371250004
6.350000381	0.359999985
6.400000572	0.370000005
6.450000286	0.356249988
6.500000477	0.377499998
6.550000191	0.361249983
6.600000381	0.370000005
6.650000572	0.375000000
6.700000286	0.376249999
6.750000477	0.378749996
6.800000191	0.379999995
6.850000381	0.387499988
6.900000572	0.368750006
6.950000286	0.368750006
7.000000477	0.340000004
7.050000191	0.353749990
7.100000381	0.359999985
7.150000572	0.368750006
7.200000286	0.357499987
7.250000477	0.363749981
7.300000191	0.370000005
7.350000381	0.375000000
7.400000572	0.367499977
7.450000286	0.372500002
7.500000477	0.358749986
7.550000191	0.364999980
7.600000381	0.368750006
7.650000572	0.352499992
7.700000286	0.353749990
7.750000477	0.351249993
7.800000191	0.347499996
7.850000381	0.346249998
7.900000572	0.338750005
7.950000286	0.342500001
8.000000000	0.344999999
8.050000191	0.371250004
8.100000381	0.358749986
8.150000572	0.358749986
8.200000763	0.363749981
8.250000000	0.356249988
8.300000191	0.368750006
8.350000381	0.363749981
8.400000572	0.357499987
8.450000763	0.347499996
8.500000000	0.353749990
8.550000191	0.362499982
8.600000381	0.357499987
8.650000572	0.356249988
8.700000763	0.352499992
8.750000000	0.371250004
8.800000191	0.372500002
8.850000381	0.363749981
8.900000572	0.375000000
8.950000763	0.368750006
9.000000000	0.371250004
9.050000191	0.352499992
9.100000381	0.376249999
9.150000572	0.376249999
9.200000763	0.382499993
9.250000954	0.383749992
9.300000191	0.375000000
9.350000381	0.376249999
9.400000572	0.372500002
9.450000763	0.401250005
9.500000954	0.398749977
9.550000191	0.393749982
9.600000381	0.419999987
9.650000572	0.411249995
9.700000763	0.423749983
9.750000954	0.438749999
9.800000191	0.453749985
9.850000381	0.481249988
9.900000572	0.463749975
9.950000763	0.479999989
10.000000954	0.513750017
10.050000191	0.511249959
10.100000381	0.497500002
10.150000572	0.486249983
10.200000763	0.512499988
10.250000954	0.494999975
10.300000191	0.483749986
10.350000381	0.483749986
10.400000572	0.463749975
10.450000763	0.442499995
10.500000954	0.451249987
10.550000191	0.409999996
10.600000381	0.413749993
10.650000572	0.413749993
10.700000763	0.396249980
10.750000954	0.391249985
10.800000191	0.384999990
10.850000381	0.376249999
10.900000572	0.377499998
10.950000763	0.397499979
11.000000954	0.383749992
11.050000191	0.372500002
11.100000381	0.386249989
11.150000572	0.368750006
11.200000763	0.367499977
11.250000954	0.366249979
11.300000191	0.368750006
11.350000381	0.372500002
11.400000572	0.387499988
11.450000763	0.375000000
11.500000954	0.371250004
11.550000191	0.349999994
11.600000381	0.346249998
11.650000572	0.357499987
11.700000763	0.402500004
11.750000954	0.359999985
11.800000191	0.363749981
11.850000381	0.376249999
11.900000572	0.359999985
11.950000763	0.373750001
12.000000954	0.366249979
12.050000191	0.362499982
12.100000381	0.373750001
12.150000572	0.364999980
12.200000763	0.363749981
12.250000954	0.357499987
12.300000191	0.375000000
12.350000381	0.353749990
12.400000572	0.342500001
12.450000763	0.364999980
12.500000954	0.363749981
12.550000191	0.353749990
12.600000381	0.372500002
12.650000572	0.363749981
12.700000763	0.362499982
12.750000954	0.366249979
12.800001144	0.375000000
12.850000381	0.361249983
12.900000572	0.379999995
12.950000763	0.375000000
13.000000954	0.378749996
13.050001144	0.364999980
13.100000381	0.366249979
13.150000572	0.397499979
13.200000763	0.368750006
13.250000954	0.370000005
13.300001144	0.358749986
13.350000381	0.358749986
13.400000572	0.353749990
13.450000763	0.367499977
13.500000954	0.356249988
13.550001144	0.370000005
13.600000381	0.361249983
13.650000572	0.354999989
13.700000763	0.354999989
13.750000954	0.353749990
13.800001144	0.351249993
13.850000381	0.356249988
13.900000572	0.358749986
13.950000763	0.349999994
14.000000954	0.356249988
14.050001144	0.367499977
14.100000381	0.367499977
14.150000572	0.387499988
14.200000763	0.379999995
14.250000954	0.386249989
14.300001144	0.356249988
14.350000381	0.381249994
14.400000572	0.368750006
14.450000763	0.375000000
14.500000954	0.372500002
14.550001144	0.362499982
14.600000381	0.381249994
14.650000572	0.372500002
14.700000763	0.363749981
14.750000954	0.381249994
14.800001144	0.372500002
14.850000381	0.349999994
14.900000572	0.358749986
14.950000763	0.362499982
15.000000954	0.359999985
15.050001144	0.361249983
15.100000381	0.363749981
15.150000572	0.370000005
15.200000763	0.363749981
15.250000954	0.357499987
15.300001144	0.373750001
15.350000381	0.371250004
15.400000572	0.381249994
15.450000763	0.373750001
15.500000954	0.376249999
15.550001144	0.373750001
15.600000381	0.366249979
15.650000572	0.347499996
15.700000763	0.357499987
15.750000954	0.359999985
15.800001144	0.370000005
15.850000381	0.368750006
15.900000572	0.358749986
15.950000763	0.346249998
16.000000000	0.373750001
16.050001144	0.359999985
16.100000381	0.342500001
16.150001526	0.358749986
16.200000763	0.363749981
16.250000000	0.344999999
16.300001144	0.363749981
16.350000381	0.359999985
16.400001526	0.362499982
16.450000763	0.367499977
16.500000000	0.388749987
16.550001144	0.394999981
16.600000381	0.396249980
16.650001526	0.388749987
16.700000763	0.379999995
16.750000000	0.371250004
16.800001144	0.391249985
16.850000381	0.391249985
16.900001526	0.405000001
16.950000763	0.393749982
17.000000000	0.412499994
17.050001144	0.424999982
17.100000381	0.435000002
17.150001526	0.429999977
17.200000763	0.469999999
17.250000000	0.491249979
17.300001144	0.514999986
17.350000381	0.555000007
17.400001526	0.578750014
17.450000763	0.632499993
17.500000000	0.657499969
17.550001144	0.729999959
17.600000381	0.805000007
17.650001526	0.952499986
17.700000763	1.141250014
17.750000000	1.372499943
17.800001144	1.596249938
17.850000381	1.926249981
17.900001526	2.187500000
17.950000763	2.497499943
18.000000000	2.696249962
18.050001144	2.973749876
18.100000381	3.048749924
18.150001526	2.963749886
18.200000763	2.882499933
18.250000000	2.668750048
18.300001144	2.444999933
18.350000381	2.213749886
18.400001526	1.968750000
18.450000763	1.747499943
18.500001907	1.598749995
18.550001144	1.361249924
18.600000381	1.256250024
18.650001526	1.105000019
18.700000763	0.958749950
18.750001907	0.891249955
18.800001144	0.812500000
18.850000381	0.764999986
18.900001526	0.704999983
18.950000763	0.667499959
19.000001907	0.653750002
19.050001144	0.612500012
19.100000381	0.597499967
19.150001526	0.562500000
19.200000763	0.550000012
19.250001907	0.538749993
19.300001144	0.497500002
19.350000381	0.491249979
19.400001526	0.487499982
19.450000763	0.478749990
19.500001907	0.459999979
19.550001144	0.466250002
19.600000381	0.457499981
19.650001526	0.411249995
19.700000763	0.421249986
19.750001907	0.432500005
19.800001144	0.431249976
19.850000381	0.424999982
19.900001526	0.428749979
19.950000763	0.429999977
20.000001907	0.417499989
20.050001144	0.429999977
20.100000381	0.428749979
20.150001526	0.431249976
20.200000763	0.441249996
20.250001907	0.432500005
20.300001144	0.417499989
20.350000381	0.406250000
20.400001526	0.424999982
20.450000763	0.422499985
20.500001907	0.409999996
20.550001144	0.405000001
20.600000381	0.386249989
20.650001526	0.382499993
20.700000763	0.405000001
20.750001907	0.384999990
20.800001144	0.382499993
20.850000381	0.377499998
20.900001526	0.372500002
20.950000763	0.362499982
21.000001907	0.383749992
21.050001144	0.384999990
21.100000381	0.412499994
21.150001526	0.372500002
21.200000763	0.368750006
21.250001907	0.367499977
21.300001144	0.364999980
21.350000381	0.363749981
21.400001526	0.352499992
21.450000763	0.361249983
21.500001907	0.334999979
21.550001144	0.356249988
21.600000381	0.362499982
21.650001526	0.343750000
21.700000763	0.333749980
21.750001907	0.341250002
21.800001144	0.337500006
21.850000381	0.331249982
21.900001526	0.356249988
21.950000763	0.351249993
22.000001907	0.356249988
22.050001144	0.341250002
22.100000381	0.343750000
22.150001526	0.341250002
22.200000763	0.349999994
22.250001907	0.334999979
22.300001144	0.347499996
22.350000381	0.362499982
22.400001526	0.356249988
22.450000763	0.347499996
22.500001907	0.342500001
22.550001144	0.337500006
22.600000381	0.348749995
22.650001526	0.341250002
22.700000763	0.334999979
22.750001907	0.343750000
22.800001144	0.338750005
22.850000381	0.341250002
22.900001526	0.340000004
22.950000763	0.356249988
23.000001907	0.338750005
23.050001144	0.334999979
23.100000381	0.353749990
23.150001526	0.348749995
23.200000763	0.343750000
23.250001907	0.351249993
23.300001144	0.349999994
23.350000381	0.344999999
23.400001526	0.353749990
23.450000763	0.337500006
23.500001907	0.340000004
23.550001144	0.340000004
23.600000381	0.348749995
23.650001526	0.329999983
23.700000763	0.346249998
23.750001907	0.346249998
23.800001144	0.348749995
23.850000381	0.332499981
23.900001526	0.358749986
23.950000763	0.349999994
24.000001907	0.344999999
24.050001144	0.334999979
24.100000381	0.319999993
24.150001526	0.327499986
24.200000763	0.328749985
24.250001907	0.346249998
24.300001144	0.327499986
24.350000381	0.359999985
24.400001526	0.341250002
24.450000763	0.343750000
24.500001907	0.349999994
24.550001144	0.332499981
24.600000381	0.340000004
24.650001526	0.343750000
24.700000763	0.336250007
24.750001907	0.356249988
24.800001144	0.346249998
24.850000381	0.336250007
24.900001526	0.342500001
24.950000763	0.351249993
25.000001907	0.346249998
25.050001144	0.347499996
25.100000381	0.343750000
25.150001526	0.361249983
25.200000763	0.344999999
25.250001907	0.336250007
25.300001144	0.340000004
25.350000381	0.338750005
25.400001526	0.319999993
25.450000763	0.349999994
25.500001907	0.336250007
25.550001144	0.328749985
25.600002289	0.344999999
25.650001526	0.326249987
25.700000763	0.317499995
25.750001907	0.344999999
25.800001144	0.337500006
25.850002289	0.342500001
25.900001526	0.348749995
25.950000763	0.341250002
26.000001907	0.343750000
26.050001144	0.336250007
26.100002289	0.328749985
26.150001526	0.313749999
26.200000763	0.341250002
26.250001907	0.351249993
26.300001144	0.341250002
26.350002289	0.346249998
26.400001526	0.334999979
26.450000763	0.356249988
26.500001907	0.332499981
26.550001144	0.344999999
26.600002289	0.342500001
26.650001526	0.362499982
26.700000763	0.348749995
26.750001907	0.358749986
26.800001144	0.352499992
26.850002289	0.348749995
26.900001526	0.347499996
26.950000763	0.351249993
27.000001907	0.357499987
27.050001144	0.351249993
27.100002289	0.347499996
27.150001526	0.346249998
27.200000763	0.342500001
27.250001907	0.324999988
27.300001144	0.341250002
27.350002289	0.333749980
27.400001526	0.333749980
27.450000763	0.343750000
27.500001907	0.348749995
27.550001144	0.351249993
27.600002289	0.349999994
27.650001526	0.341250002
27.700000763	0.328749985
27.750001907	0.343750000
27.800001144	0.343750000
27.850002289	0.340000004
27.900001526	0.353749990
27.950000763	0.340000004
28.000001907	0.341250002
