Vernier Format 2
Untitled	16:41  Tuesday, February 28, 2023
6.100000381	0.789999962
6.150000095	0.792499959
6.200000286	0.763749957
6.250000477	0.796249986
6.300000191	0.796249986
6.350000381	0.805000007
6.400000572	0.856249988
6.450000286	0.852499962
6.500000477	0.917499959
6.550000191	0.919999957
6.600000381	0.861249983
6.650000572	0.819999993
6.700000286	0.788749993
6.750000477	0.731249988
6.800000191	0.713750005
6.850000381	0.663749993
6.900000572	0.639999986
6.950000286	0.626249969
7.000000477	0.622500002
7.050000191	0.633749962
7.100000381	0.597499967
7.150000572	0.577499986
7.200000286	0.591250002
7.250000477	0.577499986
7.300000191	0.603749990
7.350000381	0.584999979
7.400000572	0.576250017
7.450000286	0.592499971
7.500000477	0.587499976
7.550000191	0.578750014
7.600000381	0.579999983
7.650000572	0.547500014
7.700000286	0.573749959
7.750000477	0.563749969
7.800000191	0.564999998
7.850000381	0.566249967
7.900000572	0.588750005
7.950000286	0.574999988
8.000000000	0.584999979
8.050000191	0.578750014
8.100000381	0.591250002
8.150000572	0.583750010
8.200000763	0.561249971
8.250000000	0.543749988
8.300000191	0.524999976
8.350000381	0.550000012
8.400000572	0.539999962
8.450000763	0.545000017
8.500000000	0.568749964
8.550000191	0.556249976
8.600000381	0.547500014
8.650000572	0.566249967
8.700000763	0.581250012
8.750000000	0.593750000
8.800000191	0.577499986
8.850000381	0.569999993
8.900000572	0.581250012
8.950000763	0.587499976
9.000000000	0.577499986
9.050000191	0.563749969
9.100000381	0.564999998
9.150000572	0.566249967
9.200000763	0.561249971
9.250000954	0.556249976
9.300000191	0.571249962
9.350000381	0.581250012
9.400000572	0.577499986
9.450000763	0.567499995
9.500000954	0.572499990
9.550000191	0.597499967
9.600000381	0.573749959
9.650000572	0.581250012
9.700000763	0.576250017
9.750000954	0.569999993
9.800000191	0.589999974
9.850000381	0.588750005
9.900000572	0.581250012
9.950000763	0.616249979
10.000000954	0.639999986
10.050000191	0.671249986
10.100000381	0.717499971
10.150000572	0.738749981
10.200000763	0.769999981
10.250000954	0.794999957
10.300000191	0.807500005
10.350000381	0.794999957
10.400000572	0.796249986
10.450000763	0.831249952
10.500000954	0.834999979
10.550000191	0.916249990
10.600000381	0.954999983
10.650000572	0.933749974
10.700000763	0.867500007
10.750000954	0.781250000
10.800000191	0.728749990
10.850000381	0.657499969
10.900000572	0.643750012
10.950000763	0.591250002
11.000000954	0.606249988
11.050000191	0.586250007
11.100000381	0.577499986
11.150000572	0.555000007
11.200000763	0.556249976
11.250000954	0.550000012
11.300000191	0.533749998
11.350000381	0.566249967
11.400000572	0.541249990
11.450000763	0.545000017
11.500000954	0.541249990
11.550000191	0.518750012
11.600000381	0.527499974
11.650000572	0.551249981
11.700000763	0.528750002
11.750000954	0.529999971
11.800000191	0.537499964
11.850000381	0.536249995
11.900000572	0.545000017
11.950000763	0.496250004
12.000000954	0.562500000
12.050000191	0.533749998
12.100000381	0.532499969
12.150000572	0.542499959
12.200000763	0.526250005
12.250000954	0.550000012
12.300000191	0.518750012
12.350000381	0.561249971
12.400000572	0.548749983
12.450000763	0.528750002
12.500000954	0.542499959
12.550000191	0.521250010
12.600000381	0.536249995
12.650000572	0.512499988
12.700000763	0.536249995
12.750000954	0.529999971
12.800001144	0.542499959
12.850000381	0.529999971
12.900000572	0.528750002
12.950000763	0.533749998
13.000000954	0.534999967
13.050001144	0.546249986
13.100000381	0.551249981
13.150000572	0.532499969
13.200000763	0.562500000
13.250000954	0.533749998
13.300001144	0.529999971
13.350000381	0.534999967
13.400000572	0.526250005
13.450000763	0.517499983
13.500000954	0.533749998
13.550001144	0.524999976
13.600000381	0.512499988
13.650000572	0.534999967
13.700000763	0.543749988
13.750000954	0.506249964
13.800001144	0.538749993
13.850000381	0.538749993
13.900000572	0.502499998
13.950000763	0.523750007
14.000000954	0.524999976
14.050001144	0.524999976
14.100000381	0.527499974
14.150000572	0.514999986
14.200000763	0.527499974
14.250000954	0.536249995
14.300001144	0.556249976
14.350000381	0.531250000
14.400000572	0.545000017
14.450000763	0.522499979
14.500000954	0.541249990
14.550001144	0.519999981
14.600000381	0.518750012
14.650000572	0.529999971
14.700000763	0.550000012
14.750000954	0.537499964
14.800001144	0.548749983
14.850000381	0.552500010
14.900000572	0.552500010
14.950000763	0.567499995
15.000000954	0.556249976
15.050001144	0.555000007
15.100000381	0.523750007
15.150000572	0.512499988
15.200000763	0.517499983
15.250000954	0.528750002
15.300001144	0.523750007
15.350000381	0.516250014
15.400000572	0.501249969
15.450000763	0.521250010
15.500000954	0.541249990
15.550001144	0.523750007
15.600000381	0.551249981
15.650000572	0.545000017
15.700000763	0.521250010
15.750000954	0.542499959
15.800001144	0.552500010
15.850000381	0.534999967
15.900000572	0.512499988
15.950000763	0.532499969
16.000000000	0.514999986
16.050001144	0.508749962
16.100000381	0.517499983
16.150001526	0.517499983
16.200000763	0.539999962
16.250000000	0.518750012
16.300001144	0.524999976
16.350000381	0.547500014
16.400001526	0.518750012
16.450000763	0.534999967
16.500000000	0.536249995
16.550001144	0.534999967
16.600000381	0.522499979
16.650001526	0.529999971
16.700000763	0.521250010
16.750000000	0.526250005
16.800001144	0.507499993
16.850000381	0.504999995
16.900001526	0.508749962
16.950000763	0.498750001
17.000000000	0.507499993
17.050001144	0.513750017
17.100000381	0.516250014
17.150001526	0.511249959
17.200000763	0.497500002
17.250000000	0.522499979
17.300001144	0.513750017
17.350000381	0.497500002
17.400001526	0.533749998
17.450000763	0.489999980
17.500000000	0.528750002
17.550001144	0.511249959
17.600000381	0.516250014
17.650001526	0.512499988
17.700000763	0.498750001
17.750000000	0.517499983
17.800001144	0.507499993
17.850000381	0.511249959
17.900001526	0.501249969
17.950000763	0.500000000
18.000000000	0.496250004
18.050001144	0.508749962
18.100000381	0.514999986
18.150001526	0.513750017
18.200000763	0.494999975
18.250000000	0.497500002
18.300001144	0.513750017
18.350000381	0.502499998
18.400001526	0.507499993
18.450000763	0.514999986
18.500001907	0.497500002
18.550001144	0.502499998
18.600000381	0.503749967
18.650001526	0.523750007
18.700000763	0.503749967
18.750001907	0.509999990
18.800001144	0.498750001
18.850000381	0.509999990
18.900001526	0.496250004
18.950000763	0.487499982
19.000001907	0.507499993
19.050001144	0.492499977
19.100000381	0.488749981
19.150001526	0.481249988
19.200000763	0.483749986
19.250001907	0.502499998
19.300001144	0.497500002
19.350000381	0.492499977
19.400001526	0.506249964
19.450000763	0.500000000
19.500001907	0.507499993
19.550001144	0.526250005
19.600000381	0.507499993
19.650001526	0.486249983
19.700000763	0.493749976
19.750001907	0.511249959
19.800001144	0.514999986
19.850000381	0.517499983
19.900001526	0.538749993
19.950000763	0.548749983
20.000001907	0.534999967
20.050001144	0.551249981
20.100000381	0.536249995
20.150001526	0.541249990
20.200000763	0.558749974
20.250001907	0.545000017
20.300001144	0.562500000
20.350000381	0.533749998
20.400001526	0.573749959
20.450000763	0.532499969
20.500001907	0.541249990
20.550001144	0.522499979
20.600000381	0.521250010
20.650001526	0.489999980
20.700000763	0.493749976
20.750001907	0.498750001
20.800001144	0.497500002
20.850000381	0.497500002
20.900001526	0.466250002
20.950000763	0.509999990
21.000001907	0.479999989
21.050001144	0.477499992
21.100000381	0.512499988
21.150001526	0.497500002
21.200000763	0.469999999
21.250001907	0.481249988
21.300001144	0.489999980
21.350000381	0.507499993
21.400001526	0.507499993
21.450000763	0.506249964
21.500001907	0.479999989
21.550001144	0.489999980
21.600000381	0.509999990
21.650001526	0.512499988
21.700000763	0.519999981
21.750001907	0.516250014
21.800001144	0.506249964
21.850000381	0.491249979
21.900001526	0.493749976
21.950000763	0.492499977
22.000001907	0.479999989
22.050001144	0.477499992
22.100000381	0.468750000
22.150001526	0.473749995
22.200000763	0.465000004
22.250001907	0.459999979
22.300001144	0.477499992
22.350000381	0.467500001
22.400001526	0.487499982
22.450000763	0.494999975
22.500001907	0.488749981
22.550001144	0.453749985
22.600000381	0.469999999
22.650001526	0.479999989
22.700000763	0.479999989
22.750001907	0.456249982
22.800001144	0.459999979
22.850000381	0.453749985
22.900001526	0.477499992
22.950000763	0.491249979
23.000001907	0.473749995
23.050001144	0.477499992
23.100000381	0.487499982
23.150001526	0.479999989
23.200000763	0.477499992
23.250001907	0.461249977
23.300001144	0.483749986
23.350000381	0.444999993
23.400001526	0.473749995
23.450000763	0.476249993
23.500001907	0.453749985
23.550001144	0.486249983
23.600000381	0.458749980
23.650001526	0.471249998
23.700000763	0.482499987
23.750001907	0.462499976
23.800001144	0.481249988
23.850000381	0.462499976
23.900001526	0.484999985
23.950000763	0.465000004
24.000001907	0.448749989
24.050001144	0.482499987
24.100000381	0.481249988
24.150001526	0.457499981
24.200000763	0.487499982
24.250001907	0.461249977
24.300001144	0.458749980
24.350000381	0.469999999
24.400001526	0.443749994
24.450000763	0.441249996
24.500001907	0.454999983
24.550001144	0.461249977
24.600000381	0.454999983
24.650001526	0.447499990
24.700000763	0.463749975
24.750001907	0.446249992
24.800001144	0.453749985
24.850000381	0.463749975
24.900001526	0.473749995
24.950000763	0.472499996
25.000001907	0.474999994
25.050001144	0.468750000
25.100000381	0.501249969
25.150001526	0.478749990
25.200000763	0.482499987
25.250001907	0.468750000
25.300001144	0.479999989
25.350000381	0.478749990
25.400001526	0.446249992
25.450000763	0.478749990
25.500001907	0.452499986
25.550001144	0.441249996
25.600002289	0.469999999
25.650001526	0.479999989
25.700000763	0.466250002
25.750001907	0.438749999
25.800001144	0.461249977
25.850002289	0.467500001
25.900001526	0.454999983
25.950000763	0.472499996
26.000001907	0.467500001
26.050001144	0.463749975
26.100002289	0.468750000
26.150001526	0.462499976
26.200000763	0.474999994
26.250001907	0.457499981
26.300001144	0.453749985
26.350002289	0.459999979
26.400001526	0.444999993
26.450000763	0.466250002
26.500001907	0.478749990
26.550001144	0.458749980
26.600002289	0.461249977
26.650001526	0.459999979
26.700000763	0.451249987
26.750001907	0.458749980
26.800001144	0.441249996
26.850002289	0.458749980
26.900001526	0.449999988
26.950000763	0.457499981
27.000001907	0.465000004
27.050001144	0.441249996
27.100002289	0.443749994
27.150001526	0.432500005
27.200000763	0.448749989
27.250001907	0.461249977
27.300001144	0.449999988
27.350002289	0.458749980
27.400001526	0.462499976
27.450000763	0.457499981
27.500001907	0.437500000
27.550001144	0.462499976
27.600002289	0.452499986
27.650001526	0.426249981
27.700000763	0.471249998
27.750001907	0.457499981
27.800001144	0.438749999
27.850002289	0.444999993
27.900001526	0.451249987
27.950000763	0.453749985
28.000001907	0.433750004
28.050001144	0.461249977
28.100002289	0.461249977
28.150001526	0.449999988
28.200000763	0.456249982
28.250001907	0.446249992
28.300001144	0.467500001
28.350002289	0.447499990
28.400001526	0.454999983
28.450000763	0.448749989
28.500001907	0.447499990
28.550001144	0.432500005
28.600002289	0.458749980
28.650001526	0.433750004
28.700000763	0.458749980
28.750001907	0.466250002
28.800001144	0.436250001
28.850002289	0.444999993
28.900001526	0.444999993
28.950000763	0.447499990
29.000001907	0.443749994
29.050001144	0.449999988
29.100002289	0.449999988
29.150001526	0.437500000
29.200000763	0.443749994
29.250001907	0.436250001
29.300001144	0.456249982
29.350002289	0.426249981
29.400001526	0.453749985
29.450000763	0.433750004
29.500001907	0.421249986
29.550001144	0.426249981
29.600002289	0.435000002
29.650001526	0.443749994
29.700000763	0.444999993
29.750001907	0.452499986
29.800001144	0.427499980
29.850002289	0.443749994
29.900001526	0.439999998
29.950000763	0.437500000
30.000001907	0.459999979
30.050001144	0.444999993
30.100002289	0.421249986
30.150001526	0.446249992
30.200000763	0.456249982
30.250001907	0.452499986
30.300001144	0.441249996
30.350002289	0.449999988
30.400001526	0.458749980
30.450000763	0.441249996
30.500001907	0.428749979
30.550001144	0.443749994
30.600002289	0.448749989
30.650001526	0.456249982
30.700000763	0.456249982
30.750001907	0.453749985
30.800001144	0.454999983
30.850002289	0.473749995
30.900001526	0.529999971
30.950000763	0.573749959
31.000001907	0.593750000
31.050001144	0.638749957
31.100002289	0.661249995
31.150001526	0.654999971
31.200000763	0.569999993
31.250001907	0.494999975
31.300001144	0.474999994
31.350002289	0.449999988
31.400001526	0.443749994
31.450000763	0.467500001
31.500001907	0.457499981
31.550001144	0.449999988
31.600002289	0.448749989
31.650001526	0.444999993
31.700000763	0.431249976
31.750001907	0.418749988
31.800001144	0.417499989
31.850002289	0.414999992
31.900001526	0.456249982
31.950000763	0.427499980
32.000000000	0.429999977
32.050003052	0.426249981
32.100002289	0.436250001
32.150001526	0.448749989
32.200000763	0.448749989
32.250000000	0.442499995
32.300003052	0.427499980
32.350002289	0.412499994
32.400001526	0.424999982
32.450000763	0.428749979
32.500000000	0.431249976
32.550003052	0.424999982
32.600002289	0.424999982
32.650001526	0.436250001
32.700000763	0.417499989
32.750000000	0.431249976
32.800003052	0.432500005
32.850002289	0.429999977
32.900001526	0.431249976
32.950000763	0.436250001
33.000000000	0.463749975
33.050003052	0.419999987
33.100002289	0.438749999
33.150001526	0.431249976
33.200000763	0.447499990
33.250000000	0.453749985
33.300003052	0.467500001
33.350002289	0.483749986
33.400001526	0.547500014
33.450000763	0.639999986
33.500000000	0.748749971
33.550003052	0.858749986
33.600002289	0.930000007
33.650001526	1.007499933
33.700000763	1.039999962
33.750000000	0.947499990
33.800003052	0.802500010
33.850002289	0.667499959
33.900001526	0.577499986
33.950000763	0.523750007
34.000000000	0.489999980
34.050003052	0.491249979
34.100002289	0.463749975
34.150001526	0.454999983
34.200000763	0.444999993
34.250000000	0.448749989
34.300003052	0.444999993
34.350002289	0.439999998
34.400001526	0.423749983
34.450000763	0.432500005
34.500000000	0.436250001
34.550003052	0.461249977
34.600002289	0.452499986
34.650001526	0.473749995
34.700000763	0.441249996
34.750000000	0.437500000
34.800003052	0.438749999
34.850002289	0.437500000
34.900001526	0.438749999
34.950000763	0.435000002
35.000000000	0.421249986
35.050003052	0.427499980
35.100002289	0.432500005
35.150001526	0.417499989
35.200000763	0.437500000
35.250000000	0.433750004
35.300003052	0.416249990
35.350002289	0.426249981
35.400001526	0.406250000
35.450000763	0.426249981
35.500000000	0.424999982
35.550003052	0.409999996
35.600002289	0.429999977
35.650001526	0.412499994
35.700000763	0.413749993
35.750000000	0.428749979
35.800003052	0.414999992
35.850002289	0.418749988
35.900001526	0.421249986
35.950000763	0.429999977
36.000000000	0.426249981
36.050003052	0.401250005
36.100002289	0.423749983
36.150001526	0.429999977
36.200000763	0.397499979
36.250000000	0.414999992
36.300003052	0.419999987
36.350002289	0.411249995
36.400001526	0.405000001
36.450000763	0.402500004
36.500000000	0.405000001
36.550003052	0.419999987
36.600002289	0.406250000
36.650001526	0.426249981
36.700000763	0.414999992
36.750003815	0.414999992
36.800003052	0.422499985
36.850002289	0.421249986
36.900001526	0.431249976
36.950000763	0.406250000
37.000003815	0.397499979
37.050003052	0.405000001
37.100002289	0.391249985
37.150001526	0.399999976
37.200000763	0.403750002
37.250003815	0.416249990
37.300003052	0.417499989
37.350002289	0.402500004
37.400001526	0.427499980
37.450000763	0.411249995
37.500003815	0.409999996
37.550003052	0.406250000
37.600002289	0.403750002
37.650001526	0.399999976
37.700000763	0.401250005
37.750003815	0.393749982
37.800003052	0.401250005
37.850002289	0.418749988
37.900001526	0.401250005
37.950000763	0.417499989
38.000003815	0.418749988
38.050003052	0.394999981
38.100002289	0.406250000
38.150001526	0.392499983
38.200000763	0.408749998
38.250003815	0.403750002
38.300003052	0.417499989
38.350002289	0.414999992
38.400001526	0.409999996
38.450000763	0.411249995
38.500003815	0.403750002
38.550003052	0.408749998
38.600002289	0.407499999
38.650001526	0.418749988
38.700000763	0.394999981
38.750003815	0.422499985
38.800003052	0.406250000
38.850002289	0.411249995
38.900001526	0.406250000
38.950000763	0.437500000
39.000003815	0.406250000
39.050003052	0.421249986
39.100002289	0.412499994
39.150001526	0.409999996
39.200000763	0.416249990
39.250003815	0.412499994
39.300003052	0.381249994
39.350002289	0.396249980
39.400001526	0.412499994
39.450000763	0.412499994
39.500003815	0.402500004
39.550003052	0.383749992
39.600002289	0.391249985
39.650001526	0.405000001
39.700000763	0.413749993
39.750003815	0.424999982
39.800003052	0.427499980
39.850002289	0.423749983
39.900001526	0.422499985
39.950000763	0.441249996
40.000003815	0.402500004
40.050003052	0.438749999
40.100002289	0.403750002
40.150001526	0.402500004
40.200000763	0.403750002
40.250003815	0.409999996
40.300003052	0.409999996
40.350002289	0.429999977
40.400001526	0.452499986
40.450000763	0.459999979
40.500003815	0.457499981
40.550003052	0.411249995
40.600002289	0.407499999
40.650001526	0.412499994
40.700000763	0.438749999
40.750003815	0.396249980
40.800003052	0.394999981
40.850002289	0.401250005
40.900001526	0.405000001
40.950000763	0.408749998
41.000003815	0.388749987
41.050003052	0.403750002
41.100002289	0.413749993
41.150001526	0.424999982
41.200000763	0.456249982
41.250003815	0.472499996
41.300003052	0.492499977
41.350002289	0.562500000
41.400001526	0.708750010
41.450000763	0.859999955
41.500003815	1.021250010
41.550003052	1.043749928
41.600002289	0.887499988
41.650001526	0.731249988
41.700000763	0.591250002
41.750003815	0.523750007
41.800003052	0.487499982
41.850002289	0.489999980
41.900001526	0.461249977
41.950000763	0.427499980
42.000003815	0.429999977
42.050003052	0.427499980
42.100002289	0.417499989
42.150001526	0.413749993
42.200000763	0.419999987
42.250003815	0.412499994
42.300003052	0.394999981
42.350002289	0.393749982
42.400001526	0.392499983
42.450000763	0.396249980
42.500003815	0.398749977
42.550003052	0.409999996
42.600002289	0.408749998
42.650001526	0.389999986
42.700000763	0.393749982
42.750003815	0.397499979
42.800003052	0.401250005
42.850002289	0.406250000
42.900001526	0.398749977
42.950000763	0.394999981
43.000003815	0.409999996
43.050003052	0.398749977
43.100002289	0.391249985
43.150001526	0.399999976
43.200000763	0.384999990
43.250003815	0.397499979
43.300003052	0.405000001
43.350002289	0.408749998
43.400001526	0.406250000
43.450000763	0.405000001
43.500003815	0.392499983
43.550003052	0.394999981
43.600002289	0.392499983
43.650001526	0.386249989
43.700000763	0.394999981
43.750003815	0.397499979
43.800003052	0.388749987
43.850002289	0.384999990
43.900001526	0.401250005
43.950000763	0.414999992
44.000003815	0.401250005
44.050003052	0.407499999
44.100002289	0.382499993
44.150001526	0.389999986
44.200000763	0.391249985
44.250003815	0.406250000
44.300003052	0.399999976
44.350002289	0.388749987
44.400001526	0.408749998
44.450000763	0.384999990
44.500003815	0.381249994
44.550003052	0.381249994
44.600002289	0.375000000
44.650001526	0.386249989
44.700000763	0.378749996
44.750003815	0.402500004
44.800003052	0.368750006
44.850002289	0.391249985
44.900001526	0.397499979
44.950000763	0.387499988
45.000003815	0.383749992
45.050003052	0.389999986
45.100002289	0.372500002
45.150001526	0.379999995
45.200000763	0.367499977
45.250003815	0.376249999
45.300003052	0.379999995
45.350002289	0.388749987
45.400001526	0.389999986
45.450000763	0.386249989
45.500003815	0.379999995
45.550003052	0.383749992
45.600002289	0.373750001
45.650001526	0.372500002
45.700000763	0.381249994
45.750003815	0.392499983
45.800003052	0.384999990
45.850002289	0.392499983
45.900001526	0.391249985
45.950000763	0.384999990
46.000003815	0.372500002
46.050003052	0.363749981
46.100002289	0.373750001
46.150001526	0.366249979
46.200000763	0.366249979
46.250003815	0.371250004
46.300003052	0.398749977
46.350002289	0.366249979
46.400001526	0.357499987
46.450000763	0.387499988
46.500003815	0.376249999
46.550003052	0.389999986
46.600002289	0.389999986
46.650001526	0.381249994
46.700000763	0.384999990
46.750003815	0.370000005
46.800003052	0.373750001
46.850002289	0.377499998
46.900001526	0.367499977
46.950000763	0.402500004
47.000003815	0.379999995
47.050003052	0.393749982
47.100002289	0.387499988
47.150001526	0.388749987
47.200000763	0.368750006
47.250003815	0.388749987
47.300003052	0.382499993
47.350002289	0.368750006
47.400001526	0.379999995
47.450000763	0.377499998
47.500003815	0.393749982
47.550003052	0.376249999
47.600002289	0.382499993
47.650001526	0.388749987
47.700000763	0.393749982
47.750003815	0.394999981
47.800003052	0.413749993
47.850002289	0.411249995
47.900001526	0.406250000
47.950000763	0.401250005
48.000003815	0.392499983
48.050003052	0.412499994
48.100002289	0.391249985
48.150001526	0.402500004
48.200000763	0.388749987
48.250003815	0.381249994
48.300003052	0.379999995
48.350002289	0.389999986
48.400001526	0.378749996
48.450000763	0.373750001
48.500003815	0.376249999
48.550003052	0.371250004
48.600002289	0.386249989
48.650001526	0.379999995
48.700000763	0.372500002
48.750003815	0.379999995
48.800003052	0.403750002
48.850002289	0.378749996
48.900001526	0.367499977
48.950000763	0.381249994
49.000003815	0.373750001
49.050003052	0.376249999
49.100002289	0.379999995
49.150001526	0.353749990
49.200000763	0.378749996
49.250003815	0.379999995
49.300003052	0.356249988
49.350002289	0.363749981
49.400001526	0.375000000
49.450000763	0.367499977
49.500003815	0.373750001
49.550003052	0.383749992
49.600002289	0.348749995
49.650001526	0.386249989
49.700000763	0.373750001
49.750003815	0.362499982
49.800003052	0.368750006
49.850002289	0.372500002
49.900001526	0.372500002
49.950000763	0.379999995
50.000003815	0.363749981
50.050003052	0.363749981
50.100002289	0.379999995
50.150001526	0.381249994
50.200000763	0.378749996
50.250003815	0.381249994
50.300003052	0.379999995
50.350002289	0.396249980
50.400001526	0.406250000
50.450000763	0.453749985
50.500003815	0.452499986
50.550003052	0.429999977
50.600002289	0.465000004
50.650001526	0.436250001
50.700000763	0.394999981
50.750003815	0.409999996
50.800003052	0.411249995
50.850002289	0.398749977
50.900001526	0.391249985
50.950000763	0.382499993
51.000003815	0.370000005
51.050003052	0.373750001
51.100002289	0.358749986
51.150001526	0.372500002
51.200004578	0.393749982
51.250003815	0.379999995
51.300003052	0.398749977
51.350002289	0.386249989
51.400001526	0.375000000
51.450004578	0.371250004
51.500003815	0.379999995
51.550003052	0.362499982
51.600002289	0.366249979
51.650001526	0.376249999
51.700004578	0.362499982
51.750003815	0.371250004
51.800003052	0.364999980
51.850002289	0.377499998
51.900001526	0.383749992
51.950004578	0.368750006
52.000003815	0.364999980
52.050003052	0.378749996
52.100002289	0.383749992
52.150001526	0.376249999
52.200004578	0.384999990
52.250003815	0.386249989
52.300003052	0.383749992
52.350002289	0.391249985
52.400001526	0.381249994
52.450004578	0.381249994
52.500003815	0.384999990
52.550003052	0.386249989
52.600002289	0.384999990
52.650001526	0.377499998
52.700004578	0.391249985
52.750003815	0.389999986
52.800003052	0.389999986
52.850002289	0.387499988
52.900001526	0.392499983
52.950004578	0.411249995
53.000003815	0.426249981
53.050003052	0.417499989
53.100002289	0.469999999
53.150001526	0.572499990
53.200004578	0.789999962
53.250003815	1.204999924
53.300003052	1.547500014
53.350002289	1.519999981
53.400001526	1.157500029
53.450004578	0.831249952
53.500003815	0.646250010
53.550003052	0.550000012
53.600002289	0.501249969
53.650001526	0.471249998
53.700004578	0.436250001
53.750003815	0.426249981
53.800003052	0.398749977
53.850002289	0.373750001
53.900001526	0.377499998
53.950004578	0.364999980
54.000003815	0.393749982
54.050003052	0.397499979
54.100002289	0.379999995
54.150001526	0.389999986
54.200004578	0.394999981
54.250003815	0.387499988
54.300003052	0.401250005
54.350002289	0.377499998
54.400001526	0.381249994
54.450004578	0.371250004
54.500003815	0.399999976
54.550003052	0.394999981
54.600002289	0.381249994
54.650001526	0.407499999
54.700004578	0.394999981
54.750003815	0.421249986
54.800003052	0.444999993
54.850002289	0.500000000
54.900001526	0.519999981
54.950004578	0.487499982
55.000003815	0.447499990
55.050003052	0.408749998
55.100002289	0.403750002
55.150001526	0.387499988
55.200004578	0.389999986
55.250003815	0.403750002
55.300003052	0.389999986
55.350002289	0.392499983
55.400001526	0.378749996
55.450004578	0.388749987
55.500003815	0.372500002
55.550003052	0.398749977
55.600002289	0.376249999
55.650001526	0.370000005
55.700004578	0.388749987
55.750003815	0.389999986
55.800003052	0.387499988
55.850002289	0.396249980
55.900001526	0.397499979
55.950004578	0.379999995
56.000003815	0.378749996
56.050003052	0.391249985
56.100002289	0.394999981
56.150001526	0.401250005
56.200004578	0.392499983
56.250003815	0.393749982
56.300003052	0.396249980
56.350002289	0.379999995
56.400001526	0.399999976
56.450004578	0.384999990
56.500003815	0.407499999
56.550003052	0.403750002
56.600002289	0.424999982
56.650001526	0.457499981
56.700004578	0.541249990
56.750003815	0.704999983
56.800003052	1.293749928
56.850002289	2.461249828
56.900001526	2.998749971
56.950004578	2.347499847
57.000003815	1.476249933
57.050003052	0.933749974
57.100002289	0.712499976
57.150001526	0.578750014
57.200004578	0.484999985
57.250003815	0.459999979
57.300003052	0.443749994
57.350002289	0.448749989
57.400001526	0.449999988
57.450004578	0.443749994
57.500003815	0.419999987
57.550003052	0.402500004
57.600002289	0.394999981
57.650001526	0.388749987
57.700004578	0.394999981
57.750003815	0.368750006
57.800003052	0.361249983
57.850002289	0.381249994
57.900001526	0.371250004
